model,bfw,lfw,difference_lfw_minus_bfw
arcface,0.8867102396514162,0.8448509485094851,-0.0418592911419311
facenet512,0.9041394335511984,0.9600271002710028,0.055887666719804385
ghostfacenet,0.8583877995642701,0.8224932249322493,-0.03589457463202084
sface,0.8235294117647058,0.7947154471544715,-0.028813964610234333
