model,bfw,lfw,difference_lfw_minus_bfw
arcface,0.8867102396514162,0.8451897018970189,-0.041520537754397235
facenet512,0.9052287581699346,0.9603658536585366,0.055137095488601906
ghostfacenet,0.8583877995642701,0.8228319783197832,-0.035555821244486974
sface,0.8235294117647058,0.7947154471544715,-0.028813964610234333
