evaluation,threshold,accuracy,fmr,fnmr,tar,tnr,total_pairs,genuine_pairs,impostor_pairs
balanced_before,0.13281222,0.89171974522293,0.11464968152866242,0.10191082802547771,0.8980891719745223,0.8853503184713376,628,314.0,314.0
balanced_gender_specific,,0.8885350318471338,0.12738853503184713,0.09554140127388536,0.9044585987261147,0.8726114649681529,628,,
