threshold,female_fmr,male_fmr,female_fnmr,male_fnmr,female_tar,male_tar,female_accuracy,male_accuracy,fmr_disparity,fnmr_disparity,tar_disparity,accuracy_disparity
0.4700000000000001,0.0,0.0,0.6666666666666667,0.509090909090909,0.3333333333333333,0.4909090909090909,0.606425702811245,0.5862068965517241,0.0,0.1575757575757577,0.1575757575757576,0.020218806259520883
0.4800000000000001,0.0,0.0,0.6972789115646258,0.5212121212121212,0.30272108843537415,0.47878787878787876,0.5883534136546185,0.5763546798029556,0.0,0.1760667903525046,0.1760667903525046,0.011998733851662835
0.49000000000000005,0.0,0.0,0.7142857142857143,0.5454545454545454,0.2857142857142857,0.45454545454545453,0.5783132530120482,0.5566502463054187,0.0,0.1688311688311689,0.16883116883116883,0.021663006706629462
0.5000000000000001,0.0,0.0,0.7414965986394557,0.5818181818181818,0.2585034013605442,0.41818181818181815,0.5622489959839357,0.5270935960591133,0.0,0.15967841682127393,0.15967841682127393,0.03515539992482242
0.5100000000000001,0.0,0.0,0.7551020408163265,0.6060606060606061,0.24489795918367346,0.3939393939393939,0.5542168674698795,0.5073891625615764,0.0,0.1490414347557204,0.14904143475572046,0.046827704908303125
0.5200000000000001,0.0,0.0,0.7857142857142857,0.6242424242424243,0.21428571428571427,0.37575757575757573,0.536144578313253,0.49261083743842365,0.0,0.16147186147186143,0.16147186147186146,0.04353374087482936
0.5300000000000001,0.0,0.0,0.8061224489795918,0.6424242424242423,0.19387755102040816,0.3575757575757576,0.5240963855421686,0.47783251231527096,0.0,0.1636982065553495,0.16369820655534945,0.04626387322689768
0.5400000000000001,0.0,0.0,0.826530612244898,0.6848484848484848,0.17346938775510204,0.3151515151515151,0.5120481927710844,0.4433497536945813,0.0,0.14168212739641317,0.1416821273964131,0.06869843907650308
0.5500000000000002,0.0,0.0,0.8673469387755102,0.703030303030303,0.1326530612244898,0.296969696969697,0.4879518072289157,0.42857142857142855,0.0,0.16431663574520716,0.1643166357452072,0.05938037865748713
0.5600000000000002,0.0,0.0,0.891156462585034,0.7272727272727273,0.10884353741496598,0.2727272727272727,0.4738955823293173,0.4088669950738916,0.0,0.1638837353123067,0.1638837353123067,0.06502858725542565
0.5700000000000002,0.0,0.0,0.9047619047619048,0.7272727272727273,0.09523809523809523,0.2727272727272727,0.46586345381526106,0.4088669950738916,0.0,0.17748917748917747,0.17748917748917747,0.05699645874136944
0.5800000000000002,0.0,0.0,0.9251700680272109,0.7575757575757576,0.07482993197278912,0.24242424242424243,0.4538152610441767,0.3842364532019704,0.0,0.16759431045145334,0.16759431045145332,0.06957880784220627
0.5900000000000002,0.0,0.0,0.9387755102040817,0.7636363636363637,0.061224489795918366,0.23636363636363636,0.4457831325301205,0.3793103448275862,0.0,0.175139146567718,0.175139146567718,0.06647278770253429
0.6000000000000002,0.0,0.0,0.9523809523809523,0.8,0.047619047619047616,0.2,0.43775100401606426,0.3497536945812808,0.0,0.15238095238095228,0.1523809523809524,0.08799730943478346
0.6100000000000001,0.0,0.0,0.9659863945578231,0.8181818181818181,0.034013605442176874,0.18181818181818182,0.42971887550200805,0.33497536945812806,0.0,0.14780457637600497,0.14780457637600494,0.09474350604387999
0.6200000000000001,0.0,0.0,0.9693877551020408,0.8363636363636364,0.030612244897959183,0.16363636363636364,0.42771084337349397,0.32019704433497537,0.0,0.13302411873840436,0.13302411873840445,0.1075137990385186
0.6300000000000001,0.0,0.0,0.9829931972789115,0.8545454545454545,0.017006802721088437,0.14545454545454545,0.41967871485943775,0.3054187192118227,0.0,0.12844774273345705,0.12844774273345702,0.11425999564761508
0.6400000000000001,0.0,0.0,0.9829931972789115,0.8787878787878788,0.017006802721088437,0.12121212121212122,0.41967871485943775,0.2857142857142857,0.0,0.10420531849103276,0.10420531849103278,0.13396442914515205
0.6500000000000001,0.0,0.0,0.9863945578231292,0.8909090909090909,0.013605442176870748,0.10909090909090909,0.41767068273092367,0.27586206896551724,0.0,0.09548546691403836,0.09548546691403834,0.14180861376540643
