split,threshold,far,frr,tar,tnr
train,inf,0.0,1.0,0.0,1.0
train,0.9356796,0.0,0.9995331465919701,0.00046685340802987864,1.0
train,0.6082864,0.0,0.9388422035480859,0.0611577964519141,1.0
train,0.6078472,0.00046685340802987864,0.9388422035480859,0.0611577964519141,0.9995331465919701
train,0.49506855,0.00046685340802987864,0.7535014005602241,0.24649859943977592,0.9995331465919701
train,0.494811,0.0009337068160597573,0.7535014005602241,0.24649859943977592,0.9990662931839402
train,0.47754425,0.0009337068160597573,0.7147525676937442,0.2852474323062558,0.9990662931839402
train,0.47731453,0.0014005602240896359,0.7147525676937442,0.2852474323062558,0.9985994397759104
train,0.47104934,0.0014005602240896359,0.7026143790849673,0.2973856209150327,0.9985994397759104
train,0.47099236,0.0018674136321195146,0.7026143790849673,0.2973856209150327,0.9981325863678805
train,0.4664115,0.0018674136321195146,0.69234360410831,0.30765639589169,0.9981325863678805
train,0.46634534,0.002334267040149393,0.69234360410831,0.30765639589169,0.9976657329598506
train,0.44900507,0.002334267040149393,0.6559290382819795,0.34407096171802054,0.9976657329598506
train,0.44873926,0.0028011204481792717,0.6559290382819795,0.34407096171802054,0.9971988795518207
train,0.44812614,0.0028011204481792717,0.65406162464986,0.34593837535014005,0.9971988795518207
train,0.44787496,0.0032679738562091504,0.65406162464986,0.34593837535014005,0.9967320261437909
train,0.44579974,0.0032679738562091504,0.6489262371615313,0.3510737628384687,0.9967320261437909
train,0.4457614,0.003734827264239029,0.6489262371615313,0.3510737628384687,0.996265172735761
train,0.44352037,0.003734827264239029,0.6442577030812324,0.3557422969187675,0.996265172735761
train,0.44334483,0.004201680672268907,0.6442577030812324,0.3557422969187675,0.9957983193277311
train,0.4372306,0.004201680672268907,0.6302521008403361,0.3697478991596639,0.9957983193277311
train,0.4371195,0.004668534080298786,0.6302521008403361,0.3697478991596639,0.9953314659197012
train,0.43552288,0.004668534080298786,0.6255835667600373,0.37441643323996265,0.9953314659197012
train,0.4352816,0.005135387488328665,0.6255835667600373,0.37441643323996265,0.9948646125116714
train,0.4351886,0.005135387488328665,0.6251167133520075,0.37488328664799253,0.9948646125116714
train,0.43516383,0.0056022408963585435,0.6251167133520075,0.37488328664799253,0.9943977591036415
train,0.43142456,0.0056022408963585435,0.6185807656395892,0.3814192343604108,0.9943977591036415
train,0.43134794,0.006069094304388422,0.6185807656395892,0.3814192343604108,0.9939309056956116
train,0.43045393,0.006069094304388422,0.6139122315592904,0.38608776844070963,0.9939309056956116
