best_group,best_accuracy,worst_group,worst_accuracy,largest_disparity_metric,largest_disparity_value,smallest_disparity_metric,smallest_disparity_value,mean_disparity_across_metrics,excluded_group_count,summary_text
group=asian,0.8235294117647058,gender=females,0.7771084337349398,far,0.12461300309597526,far,0.0,0.02456014487661551,0,"Best-performing group: 'group=asian' (accuracy=0.8235, EER=0.1765). Worst-performing group: 'gender=females' (accuracy=0.7771, EER=0.2059). Largest disparity: FAR (range=0.1246, between 'females' and 'males'). Smallest disparity: FAR (range=0.0000). Mean disparity across core metrics: 0.0246. FAR disparity of 0.125 between 'females' and 'males' exceeds the 0.10 concern threshold."
