split,accuracy,precision,recall,f1_score,far,frr,fmr,fnmr,tar,tnr,eer,eer_threshold,total_pairs,genuine_pairs,impostor_pairs
train,0.9571656744591259,0.9571656744591259,0.9571656744591259,0.9571656744591259,0.04283432554087411,0.04283432554087411,0.04283432554087411,0.04283432554087411,0.9571656744591259,0.9571656744591259,0.042834325540874074,0.3364215400000002,13774,6887,6887
validation,0.94579945799458,0.94579945799458,0.94579945799458,0.94579945799458,0.05420054200542006,0.05420054200542006,0.05420054200542006,0.05420054200542006,0.94579945799458,0.94579945799458,0.05420054200542004,0.31818002,2952,1476,1476
test,0.9603658536585366,0.9606779661016949,0.9600271002710027,0.960352422907489,0.03929539295392954,0.03997289972899729,0.03929539295392954,0.03997289972899729,0.9600271002710027,0.9607046070460704,0.03997289972899731,0.34626097666666666,2952,1476,1476
