split,threshold,far,frr
train,inf,0.0,1.0
train,0.9983219,0.0,0.9998547988964717
train,0.74130034,0.0,0.6763467402352258
train,0.7412335,0.0,0.676056338028169
train,0.6404238,0.0,0.4023522578771599
train,0.6403957,0.0,0.4020618556701031
train,0.63587177,0.0,0.39276898504428637
train,0.6356872,0.0001452011035283868,0.39276898504428637
train,0.627665,0.0001452011035283868,0.37549005372440836
train,0.62765884,0.0002904022070567736,0.37549005372440836
train,0.6236614,0.0002904022070567736,0.36735879192681864
train,0.62364376,0.00043560331058516046,0.36735879192681864
train,0.61675316,0.00043560331058516046,0.3524030782633948
train,0.6167508,0.0005808044141135473,0.3524030782633948
train,0.61026704,0.0005808044141135473,0.3373021634964426
train,0.61023015,0.000726005517641934,0.3373021634964426
train,0.6101582,0.000726005517641934,0.3370117612893858
train,0.61004555,0.0008712066211703209,0.3370117612893858
train,0.60593015,0.0008712066211703209,0.3285900972847393
train,0.6057528,0.0010164077246987077,0.3285900972847393
train,0.5991905,0.0010164077246987077,0.3137795847248439
train,0.59910274,0.0011616088282270945,0.3137795847248439
train,0.58165115,0.0011616088282270945,0.2845941629156381
train,0.58148736,0.001452011035283868,0.2845941629156381
train,0.57837343,0.001452011035283868,0.27733410773921885
train,0.5782782,0.001597212138812255,0.27733410773921885
train,0.5762517,0.001597212138812255,0.27312327573689565
train,0.5762404,0.0017424132423406419,0.27312327573689565
train,0.5738581,0.0017424132423406419,0.26891244373457235
train,0.5738373,0.0018876143458690286,0.26891244373457235
train,0.5716853,0.0018876143458690286,0.26542761724989106
train,0.57168436,0.0020328154493974154,0.26542761724989106
train,0.570462,0.0020328154493974154,0.26223319297226655
train,0.5704218,0.0021780165529258024,0.26223319297226655
train,0.56840223,0.0021780165529258024,0.2574415565558298
train,0.5683267,0.002323217656454189,0.2574415565558298
train,0.55904615,0.002323217656454189,0.24248584289240593
train,0.5590238,0.002468418759982576,0.24248584289240593
train,0.55872005,0.002468418759982576,0.2413242340641789
train,0.55867004,0.0026136198635109626,0.2413242340641789
train,0.556578,0.0026136198635109626,0.23711340206185572
train,0.55640894,0.0027588209670393496,0.23711340206185572
train,0.5493429,0.0027588209670393496,0.2265137215042834
train,0.54925567,0.002904022070567736,0.2265137215042834
train,0.54861623,0.002904022070567736,0.22520691157252792
train,0.54854625,0.003049223174096123,0.22520691157252792
train,0.54269284,0.003049223174096123,0.21518803542906928
train,0.5425609,0.00319442427762451,0.21518803542906928
train,0.539979,0.00319442427762451,0.2106868012196893
train,0.53994584,0.0033396253811528967,0.2106868012196893
train,0.53976846,0.0033396253811528967,0.21025119790910407
train,0.5397632,0.0034848264846812837,0.21025119790910407
train,0.53349906,0.0034848264846812837,0.20110352838681578
train,0.5334228,0.0036300275882096703,0.20110352838681578
train,0.52957684,0.0036300275882096703,0.19544068534920866
train,0.5293987,0.0037752286917380573,0.19544068534920866
train,0.5264714,0.0037752286917380573,0.19122985334688547
train,0.5264501,0.003920429795266444,0.19122985334688547
train,0.52215827,0.003920429795266444,0.1839697981704661
train,0.5221357,0.004065630898794831,0.1839697981704661
train,0.5203125,0.004065630898794831,0.1815013794104835
train,0.52028596,0.004210832002323217,0.1815013794104835
train,0.51738584,0.004210832002323217,0.17816175402933065
