split,threshold,fpr,tpr
train,inf,0.0,0.0
train,0.99339086,0.0,0.0001452011035283868
train,0.7040415,0.0,0.10222157688398432
train,0.7039857,0.0001452011035283868,0.10222157688398432
train,0.6779089,0.0001452011035283868,0.13953826049077972
train,0.6778914,0.0002904022070567736,0.13953826049077972
train,0.66510665,0.0002904022070567736,0.1618992304341513
train,0.6650328,0.00043560331058516046,0.1618992304341513
train,0.6604093,0.00043560331058516046,0.17162770437055322
train,0.6603812,0.0005808044141135473,0.17162770437055322
train,0.65994346,0.0005808044141135473,0.1727893131987803
train,0.6599331,0.000726005517641934,0.1727893131987803
train,0.6587751,0.000726005517641934,0.1742413242340642
train,0.6587316,0.0008712066211703209,0.1742413242340642
train,0.65792847,0.0008712066211703209,0.17641934078698998
train,0.65783775,0.0010164077246987077,0.17641934078698998
train,0.65648943,0.0010164077246987077,0.17859735733991577
train,0.656469,0.0010164077246987077,0.17888775954697256
train,0.6540399,0.0010164077246987077,0.1860026136198635
train,0.6540305,0.0011616088282270945,0.1860026136198635
train,0.6518378,0.0011616088282270945,0.19210105996805577
train,0.6518032,0.0013068099317554813,0.19210105996805577
train,0.64622945,0.0013068099317554813,0.2050239581820822
train,0.6461741,0.001452011035283868,0.2050239581820822
train,0.6326377,0.001452011035283868,0.23479018440540148
train,0.632609,0.001597212138812255,0.23479018440540148
train,0.6301908,0.001597212138812255,0.23856541309713955
train,0.63018537,0.0017424132423406419,0.23856541309713955
train,0.6288533,0.0017424132423406419,0.24205023958182081
train,0.62863445,0.0018876143458690286,0.24205023958182081
train,0.6233729,0.0018876143458690286,0.25468273558879045
train,0.623088,0.0020328154493974154,0.25468273558879045
train,0.6228228,0.0020328154493974154,0.2556991433134892
train,0.6227856,0.0021780165529258024,0.2556991433134892
train,0.6218273,0.0021780165529258024,0.25758675765935823
train,0.621822,0.002323217656454189,0.25758675765935823
train,0.6184225,0.002323217656454189,0.266153622767533
train,0.6183164,0.002468418759982576,0.266153622767533
train,0.61744523,0.002468418759982576,0.268767242631044
train,0.61740077,0.0026136198635109626,0.268767242631044
train,0.61672163,0.0026136198635109626,0.2697836503557427
train,0.6166793,0.0027588209670393496,0.2697836503557427
train,0.61252624,0.0027588209670393496,0.2802381298097866
train,0.61246073,0.002904022070567736,0.2802381298097866
train,0.6124136,0.002904022070567736,0.2805285320168433
train,0.6124073,0.003049223174096123,0.2805285320168433
train,0.60664356,0.003049223174096123,0.29548424568026715
train,0.606635,0.00319442427762451,0.29548424568026715
train,0.6060388,0.00319442427762451,0.2972266589226078
train,0.6058648,0.0033396253811528967,0.2972266589226078
train,0.6056599,0.0033396253811528967,0.2983882677508349
train,0.60564786,0.0034848264846812837,0.2983882677508349
train,0.60495263,0.0034848264846812837,0.2998402787861188
train,0.6048592,0.0036300275882096703,0.2998402787861188
train,0.6039908,0.0036300275882096703,0.3027443008566865
train,0.6038826,0.0037752286917380573,0.3027443008566865
train,0.60179704,0.0037752286917380573,0.3082619427907652
train,0.60179454,0.003920429795266444,0.3082619427907652
train,0.6017028,0.003920429795266444,0.3084071438942936
train,0.6016153,0.004065630898794831,0.3084071438942936
train,0.6010422,0.004065630898794831,0.3097139538260491
train,0.60102224,0.004210832002323217,0.3097139538260491
train,0.5993232,0.004210832002323217,0.3143603891389575
train,0.5993147,0.004356033105851605,0.3143603891389575
train,0.5984509,0.004356033105851605,0.3171192101059968
train,0.59833294,0.0045012342093799914,0.3171192101059968
train,0.5975778,0.0045012342093799914,0.3204588354871497
train,0.5975714,0.004646435312908378,0.3204588354871497
train,0.5964663,0.004646435312908378,0.323943661971831
train,0.59641486,0.004791636416436765,0.323943661971831
train,0.5961237,0.004791636416436765,0.3249600696965297
train,0.5960688,0.004936837519965152,0.3249600696965297
train,0.5953075,0.004936837519965152,0.32670248293887033
train,0.59525245,0.005082038623493539,0.32670248293887033
train,0.5948846,0.005082038623493539,0.3272832873529839
train,0.59485906,0.005227239727021925,0.3272832873529839
train,0.59325284,0.005227239727021925,0.33236532597647744
train,0.5932442,0.005372440830550313,0.33236532597647744
train,0.58934,0.005372440830550313,0.34223900101640775
train,0.5893088,0.005517641934078699,0.34223900101640775
train,0.5881087,0.005517641934078699,0.34717583853637285
train,0.58810484,0.005662843037607086,0.34717583853637285
train,0.58765376,0.005662843037607086,0.3489182517787135
train,0.58761847,0.005808044141135472,0.3489182517787135
train,0.5857653,0.005808044141135472,0.354726295919849
train,0.5857388,0.00595324524466386,0.354726295919849
train,0.58437014,0.00595324524466386,0.3577755190939451
train,0.5843327,0.006098446348192246,0.3577755190939451
train,0.5824909,0.006098446348192246,0.3624219544068535
train,0.5824535,0.006243647451720633,0.3624219544068535
train,0.5814735,0.006243647451720633,0.3653259764774212
train,0.5814522,0.00638884855524902,0.3653259764774212
train,0.5813336,0.00638884855524902,0.3659067808915348
train,0.5813015,0.006534049658777407,0.3659067808915348
train,0.58129543,0.006534049658777407,0.36605198199506317
train,0.5812838,0.006679250762305793,0.36605198199506317
train,0.5811766,0.006679250762305793,0.36619718309859156
train,0.5811106,0.006679250762305793,0.36648758530564834
train,0.5799826,0.006679250762305793,0.3692464062726877
train,0.5799367,0.00682445186583418,0.3692464062726877
train,0.57950795,0.00682445186583418,0.37040801510091476
train,0.5795041,0.0069696529693625674,0.37040801510091476
train,0.5793567,0.0069696529693625674,0.3709888195150283
train,0.579333,0.007114854072890954,0.3709888195150283
train,0.5744864,0.007114854072890954,0.385508929867867
train,0.5744662,0.007260055176419341,0.385508929867867
train,0.5726427,0.007260055176419341,0.39131697400900245
train,0.5725856,0.007405256279947728,0.39131697400900245
train,0.5715855,0.007405256279947728,0.3953826049077973
train,0.5715809,0.007550457383476115,0.3953826049077973
train,0.56921095,0.007550457383476115,0.4032234644983302
train,0.5692045,0.007695658487004501,0.4032234644983302
train,0.5666251,0.007695658487004501,0.4096123130535792
train,0.5665279,0.007840859590532889,0.4096123130535792
train,0.56624264,0.007840859590532889,0.4107739218818063
train,0.5662305,0.007986060694061275,0.4107739218818063
train,0.5660757,0.007986060694061275,0.41149992739944824
train,0.5660508,0.008131261797589662,0.41149992739944824
train,0.56588733,0.008131261797589662,0.4119355307100334
train,0.56587696,0.008276462901118048,0.4119355307100334
train,0.5643247,0.008276462901118048,0.4158559605052998
train,0.5643208,0.008421664004646435,0.4158559605052998
train,0.56213635,0.008421664004646435,0.42108320023232176
train,0.5621171,0.008566865108174821,0.42108320023232176
train,0.5620833,0.008566865108174821,0.42151880354290694
train,0.5619648,0.00871206621170321,0.42151880354290694
train,0.56194496,0.00871206621170321,0.42166400464643533
train,0.56192225,0.008857267315231596,0.42166400464643533
train,0.5614099,0.008857267315231596,0.42442282561347466
train,0.56134623,0.009002468418759983,0.42442282561347466
train,0.5603947,0.009002468418759983,0.4266008421664005
train,0.5603505,0.00914766952228837,0.4266008421664005
train,0.5582889,0.00914766952228837,0.43226368520400754
train,0.5581872,0.009292870625816756,0.43226368520400754
train,0.5580889,0.009292870625816756,0.4326992885145927
train,0.5580672,0.009438071729345143,0.4326992885145927
train,0.5579449,0.009438071729345143,0.4329896907216495
train,0.55783176,0.00958327283287353,0.4329896907216495
