split,threshold,far,frr
train,inf,0.0,1.0
train,0.99339086,0.0,0.9998547988964717
train,0.7040415,0.0,0.8977784231160156
train,0.7039857,0.0001452011035283868,0.8977784231160156
train,0.6779089,0.0001452011035283868,0.8604617395092202
train,0.6778914,0.0002904022070567736,0.8604617395092202
train,0.66510665,0.0002904022070567736,0.8381007695658487
train,0.6650328,0.00043560331058516046,0.8381007695658487
train,0.6604093,0.00043560331058516046,0.8283722956294468
train,0.6603812,0.0005808044141135473,0.8283722956294468
train,0.65994346,0.0005808044141135473,0.8272106868012197
train,0.6599331,0.000726005517641934,0.8272106868012197
train,0.6587751,0.000726005517641934,0.8257586757659359
train,0.6587316,0.0008712066211703209,0.8257586757659359
train,0.65792847,0.0008712066211703209,0.82358065921301
train,0.65783775,0.0010164077246987077,0.82358065921301
train,0.65648943,0.0010164077246987077,0.8214026426600842
train,0.656469,0.0010164077246987077,0.8211122404530274
train,0.6540399,0.0010164077246987077,0.8139973863801365
train,0.6540305,0.0011616088282270945,0.8139973863801365
train,0.6518378,0.0011616088282270945,0.8078989400319443
train,0.6518032,0.0013068099317554813,0.8078989400319443
train,0.64622945,0.0013068099317554813,0.7949760418179178
train,0.6461741,0.001452011035283868,0.7949760418179178
train,0.6326377,0.001452011035283868,0.7652098155945986
train,0.632609,0.001597212138812255,0.7652098155945986
train,0.6301908,0.001597212138812255,0.7614345869028605
train,0.63018537,0.0017424132423406419,0.7614345869028605
train,0.6288533,0.0017424132423406419,0.7579497604181792
train,0.62863445,0.0018876143458690286,0.7579497604181792
train,0.6233729,0.0018876143458690286,0.7453172644112096
train,0.623088,0.0020328154493974154,0.7453172644112096
train,0.6228228,0.0020328154493974154,0.7443008566865108
train,0.6227856,0.0021780165529258024,0.7443008566865108
train,0.6218273,0.0021780165529258024,0.7424132423406418
train,0.621822,0.002323217656454189,0.7424132423406418
train,0.6184225,0.002323217656454189,0.733846377232467
train,0.6183164,0.002468418759982576,0.733846377232467
train,0.61744523,0.002468418759982576,0.731232757368956
train,0.61740077,0.0026136198635109626,0.731232757368956
train,0.61672163,0.0026136198635109626,0.7302163496442573
train,0.6166793,0.0027588209670393496,0.7302163496442573
train,0.61252624,0.0027588209670393496,0.7197618701902134
train,0.61246073,0.002904022070567736,0.7197618701902134
train,0.6124136,0.002904022070567736,0.7194714679831566
train,0.6124073,0.003049223174096123,0.7194714679831566
train,0.60664356,0.003049223174096123,0.7045157543197329
train,0.606635,0.00319442427762451,0.7045157543197329
train,0.6060388,0.00319442427762451,0.7027733410773922
train,0.6058648,0.0033396253811528967,0.7027733410773922
train,0.6056599,0.0033396253811528967,0.7016117322491651
train,0.60564786,0.0034848264846812837,0.7016117322491651
train,0.60495263,0.0034848264846812837,0.7001597212138813
train,0.6048592,0.0036300275882096703,0.7001597212138813
train,0.6039908,0.0036300275882096703,0.6972556991433134
train,0.6038826,0.0037752286917380573,0.6972556991433134
train,0.60179704,0.0037752286917380573,0.6917380572092349
train,0.60179454,0.003920429795266444,0.6917380572092349
train,0.6017028,0.003920429795266444,0.6915928561057064
train,0.6016153,0.004065630898794831,0.6915928561057064
train,0.6010422,0.004065630898794831,0.6902860461739508
train,0.60102224,0.004210832002323217,0.6902860461739508
train,0.5993232,0.004210832002323217,0.6856396108610425
train,0.5993147,0.004356033105851605,0.6856396108610425
train,0.5984509,0.004356033105851605,0.6828807898940032
train,0.59833294,0.0045012342093799914,0.6828807898940032
train,0.5975778,0.0045012342093799914,0.6795411645128503
train,0.5975714,0.004646435312908378,0.6795411645128503
train,0.5964663,0.004646435312908378,0.676056338028169
train,0.59641486,0.004791636416436765,0.676056338028169
train,0.5961237,0.004791636416436765,0.6750399303034703
train,0.5960688,0.004936837519965152,0.6750399303034703
train,0.5953075,0.004936837519965152,0.6732975170611297
train,0.59525245,0.005082038623493539,0.6732975170611297
train,0.5948846,0.005082038623493539,0.6727167126470162
train,0.59485906,0.005227239727021925,0.6727167126470162
train,0.59325284,0.005227239727021925,0.6676346740235226
train,0.5932442,0.005372440830550313,0.6676346740235226
train,0.58934,0.005372440830550313,0.6577609989835922
train,0.5893088,0.005517641934078699,0.6577609989835922
train,0.5881087,0.005517641934078699,0.6528241614636272
train,0.58810484,0.005662843037607086,0.6528241614636272
train,0.58765376,0.005662843037607086,0.6510817482212865
train,0.58761847,0.005808044141135472,0.6510817482212865
train,0.5857653,0.005808044141135472,0.6452737040801511
train,0.5857388,0.00595324524466386,0.6452737040801511
train,0.58437014,0.00595324524466386,0.6422244809060549
train,0.5843327,0.006098446348192246,0.6422244809060549
train,0.5824909,0.006098446348192246,0.6375780455931466
train,0.5824535,0.006243647451720633,0.6375780455931466
train,0.5814735,0.006243647451720633,0.6346740235225787
train,0.5814522,0.00638884855524902,0.6346740235225787
train,0.5813336,0.00638884855524902,0.6340932191084652
train,0.5813015,0.006534049658777407,0.6340932191084652
train,0.58129543,0.006534049658777407,0.6339480180049368
train,0.5812838,0.006679250762305793,0.6339480180049368
train,0.5811766,0.006679250762305793,0.6338028169014085
