best_group,best_accuracy,worst_group,worst_accuracy,largest_disparity_metric,largest_disparity_value,smallest_disparity_metric,smallest_disparity_value,mean_disparity_across_metrics,excluded_group_count,summary_text
gender=males,0.9113300492610837,gender=females,0.8654618473895582,accuracy,0.045868201871525516,far,0.0,0.01770925576425423,0,"Best-performing group: 'gender=males' (accuracy=0.9113, EER=0.1030). Worst-performing group: 'gender=females' (accuracy=0.8655, EER=0.1361). Largest disparity: ACCURACY (range=0.0459, between 'males' and 'females'). Smallest disparity: FAR (range=0.0000). Mean disparity across core metrics: 0.0177. No metric disparity exceeded the 0.10 concern threshold."
