best_group,best_accuracy,worst_group,worst_accuracy,largest_disparity_metric,largest_disparity_value,smallest_disparity_metric,smallest_disparity_value,mean_disparity_across_metrics,excluded_group_count,summary_text
group=asian,0.8867102396514162,gender=males,0.8669950738916257,far,0.02734778121775025,far,0.0,0.006230442592790199,0,"Best-performing group: 'group=asian' (accuracy=0.8867, EER=0.1133). Worst-performing group: 'gender=males' (accuracy=0.8670, EER=0.1316). Largest disparity: FAR (range=0.0273, between 'males' and 'females'). Smallest disparity: FAR (range=0.0000). Mean disparity across core metrics: 0.0062. No metric disparity exceeded the 0.10 concern threshold."
