best_group,best_accuracy,worst_group,worst_accuracy,largest_disparity_metric,largest_disparity_value,smallest_disparity_metric,smallest_disparity_value,mean_disparity_across_metrics,excluded_group_count,summary_text
group=asian,0.8583877995642701,gender=females,0.8253012048192772,accuracy,0.03184165232357994,far,0.0,0.00979396704782103,0,"Best-performing group: 'group=asian' (accuracy=0.8584, EER=0.1416). Worst-performing group: 'gender=females' (accuracy=0.8253, EER=0.1667). Largest disparity: ACCURACY (range=0.0318, between 'males' and 'females'). Smallest disparity: FAR (range=0.0000). Mean disparity across core metrics: 0.0098. No metric disparity exceeded the 0.10 concern threshold."
