split,threshold,far,frr,tar,tnr
train,inf,0.0,1.0,0.0,1.0
train,0.91031677,0.0,0.9995331465919701,0.00046685340802987864,1.0
train,0.4391135,0.0,0.7810457516339869,0.21895424836601307,1.0
train,0.43876293,0.00046685340802987864,0.7810457516339869,0.21895424836601307,0.9995331465919701
train,0.40774783,0.00046685340802987864,0.715219421101774,0.28478057889822594,0.9995331465919701
train,0.40750197,0.0009337068160597573,0.715219421101774,0.28478057889822594,0.9990662931839402
train,0.40222272,0.0009337068160597573,0.703548085901027,0.2964519140989729,0.9990662931839402
train,0.4021252,0.0018674136321195146,0.703548085901027,0.2964519140989729,0.9981325863678805
train,0.37881616,0.0018674136321195146,0.6503267973856209,0.34967320261437906,0.9981325863678805
train,0.37870532,0.002334267040149393,0.6503267973856209,0.34967320261437906,0.9976657329598506
train,0.3182151,0.002334267040149393,0.5312791783380019,0.46872082166199813,0.9976657329598506
train,0.31820533,0.0028011204481792717,0.5312791783380019,0.46872082166199813,0.9971988795518207
train,0.31140748,0.0028011204481792717,0.5149393090569561,0.4850606909430439,0.9971988795518207
train,0.31139502,0.0032679738562091504,0.5149393090569561,0.4850606909430439,0.9967320261437909
train,0.30869713,0.0032679738562091504,0.5084033613445378,0.49159663865546216,0.9967320261437909
train,0.30864584,0.003734827264239029,0.5084033613445378,0.49159663865546216,0.996265172735761
train,0.29647636,0.003734827264239029,0.4789915966386554,0.5210084033613446,0.996265172735761
train,0.29643494,0.004201680672268907,0.4789915966386554,0.5210084033613446,0.9957983193277311
train,0.2959192,0.004201680672268907,0.4771241830065359,0.5228758169934641,0.9957983193277311
train,0.29564515,0.004668534080298786,0.4771241830065359,0.5228758169934641,0.9953314659197012
train,0.2951534,0.004668534080298786,0.47619047619047616,0.5238095238095238,0.9953314659197012
train,0.29512438,0.005135387488328665,0.47619047619047616,0.5238095238095238,0.9948646125116714
train,0.28325522,0.005135387488328665,0.44957983193277307,0.5504201680672269,0.9948646125116714
train,0.28257,0.0056022408963585435,0.44957983193277307,0.5504201680672269,0.9943977591036415
train,0.28182408,0.0056022408963585435,0.44771241830065356,0.5522875816993464,0.9943977591036415
train,0.2818206,0.006069094304388422,0.44771241830065356,0.5522875816993464,0.9939309056956116
train,0.2812319,0.006069094304388422,0.4463118580765639,0.5536881419234361,0.9939309056956116
train,0.2808096,0.006535947712418301,0.4463118580765639,0.5536881419234361,0.9934640522875817
train,0.28027806,0.006535947712418301,0.4449112978524743,0.5550887021475257,0.9934640522875817
train,0.28027713,0.0070028011204481795,0.4449112978524743,0.5550887021475257,0.9929971988795518
train,0.27919832,0.0070028011204481795,0.44164332399626516,0.5583566760037348,0.9929971988795518
train,0.2791041,0.007469654528478058,0.44164332399626516,0.5583566760037348,0.992530345471522
train,0.27648467,0.007469654528478058,0.4327731092436975,0.5672268907563025,0.992530345471522
train,0.27640483,0.007936507936507936,0.4327731092436975,0.5672268907563025,0.9920634920634921
train,0.27382988,0.007936507936507936,0.427170868347339,0.572829131652661,0.9920634920634921
train,0.2737284,0.008403361344537815,0.427170868347339,0.572829131652661,0.9915966386554622
train,0.2731834,0.008403361344537815,0.4262371615312792,0.5737628384687208,0.9915966386554622
train,0.27315345,0.008870214752567693,0.4262371615312792,0.5737628384687208,0.9911297852474323
train,0.2724799,0.008870214752567693,0.4248366013071896,0.5751633986928104,0.9911297852474323
train,0.27217913,0.009337068160597572,0.4248366013071896,0.5751633986928104,0.9906629318394025
train,0.27058235,0.009337068160597572,0.41970121381886083,0.5802987861811392,0.9906629318394025
train,0.27039537,0.00980392156862745,0.41970121381886083,0.5802987861811392,0.9901960784313726
train,0.26793554,0.00980392156862745,0.4140989729225023,0.5859010270774977,0.9901960784313726
train,0.2674825,0.01027077497665733,0.4140989729225023,0.5859010270774977,0.9897292250233427
train,0.26439396,0.01027077497665733,0.4084967320261438,0.5915032679738562,0.9897292250233427
train,0.26437443,0.010737628384687208,0.4084967320261438,0.5915032679738562,0.9892623716153128
train,0.26198387,0.010737628384687208,0.40336134453781514,0.5966386554621849,0.9892623716153128
train,0.26185417,0.011204481792717087,0.40336134453781514,0.5966386554621849,0.988795518207283
train,0.2599335,0.011204481792717087,0.3982259570494865,0.6017740429505135,0.988795518207283
train,0.25987804,0.011671335200746966,0.3982259570494865,0.6017740429505135,0.9883286647992531
train,0.25945675,0.011671335200746966,0.39682539682539686,0.6031746031746031,0.9883286647992531
train,0.25892618,0.012138188608776844,0.39682539682539686,0.6031746031746031,0.9878618113912232
train,0.25699258,0.012138188608776844,0.39495798319327735,0.6050420168067226,0.9878618113912232
train,0.2569508,0.012605042016806723,0.39495798319327735,0.6050420168067226,0.9873949579831933
train,0.25600863,0.012605042016806723,0.39262371615312797,0.607376283846872,0.9873949579831933
train,0.2553997,0.01353874883286648,0.39262371615312797,0.607376283846872,0.9864612511671336
train,0.2528301,0.01353874883286648,0.3879551820728291,0.6120448179271709,0.9864612511671336
train,0.25242627,0.014005602240896359,0.3879551820728291,0.6120448179271709,0.9859943977591037
train,0.25189564,0.014005602240896359,0.3860877684407096,0.6139122315592904,0.9859943977591037
train,0.25097796,0.014939309056956116,0.3860877684407096,0.6139122315592904,0.9850606909430439
train,0.25088307,0.014939309056956116,0.3851540616246498,0.6148459383753502,0.9850606909430439
train,0.25077274,0.015406162464985995,0.3851540616246498,0.6148459383753502,0.9845938375350141
train,0.24850087,0.015406162464985995,0.3790849673202614,0.6209150326797386,0.9845938375350141
train,0.2481016,0.015873015873015872,0.3790849673202614,0.6209150326797386,0.9841269841269842
train,0.24725121,0.015873015873015872,0.37675070028011204,0.623249299719888,0.9841269841269842
train,0.24724002,0.016339869281045753,0.37675070028011204,0.623249299719888,0.9836601307189542
train,0.24662682,0.016339869281045753,0.3753501400560224,0.6246498599439776,0.9836601307189542
train,0.2461466,0.017740429505135387,0.3753501400560224,0.6246498599439776,0.9822595704948646
train,0.24504524,0.017740429505135387,0.373015873015873,0.626984126984127,0.9822595704948646
train,0.24490994,0.018207282913165267,0.373015873015873,0.626984126984127,0.9817927170868347
train,0.23910864,0.018207282913165267,0.3571428571428571,0.6428571428571429,0.9817927170868347
train,0.2390645,0.018674136321195144,0.3571428571428571,0.6428571428571429,0.9813258636788048
train,0.23840497,0.018674136321195144,0.35620915032679734,0.6437908496732027,0.9813258636788048
train,0.23779523,0.0196078431372549,0.35620915032679734,0.6437908496732027,0.9803921568627451
train,0.23673677,0.0196078431372549,0.35387488328664796,0.646125116713352,0.9803921568627451
train,0.23673639,0.020074696545284782,0.35387488328664796,0.646125116713352,0.9799253034547152
train,0.23619235,0.020074696545284782,0.3524743230625583,0.6475256769374417,0.9799253034547152
train,0.23554084,0.02054154995331466,0.3524743230625583,0.6475256769374417,0.9794584500466853
train,0.2350946,0.02054154995331466,0.35200746965452845,0.6479925303454716,0.9794584500466853
train,0.2348448,0.021475256769374416,0.35200746965452845,0.6479925303454716,0.9785247432306255
train,0.23482312,0.021475256769374416,0.35154061624649857,0.6484593837535014,0.9785247432306255
train,0.23481852,0.021942110177404293,0.35154061624649857,0.6484593837535014,0.9780578898225957
train,0.2347925,0.021942110177404293,0.3510737628384687,0.6489262371615313,0.9780578898225957
train,0.23460796,0.022408963585434174,0.3510737628384687,0.6489262371615313,0.9775910364145658
train,0.23306856,0.022408963585434174,0.3487394957983193,0.6512605042016807,0.9775910364145658
train,0.23293786,0.02287581699346405,0.3487394957983193,0.6512605042016807,0.9771241830065359
train,0.23255691,0.02287581699346405,0.3473389355742297,0.6526610644257703,0.9771241830065359
train,0.23214985,0.02334267040149393,0.3473389355742297,0.6526610644257703,0.976657329598506
train,0.2312989,0.02334267040149393,0.34547152194211017,0.6545284780578898,0.976657329598506
train,0.23073833,0.023809523809523808,0.34547152194211017,0.6545284780578898,0.9761904761904762
train,0.22997318,0.023809523809523808,0.3426704014939309,0.6573295985060691,0.9761904761904762
train,0.22993755,0.02427637721755369,0.3426704014939309,0.6573295985060691,0.9757236227824463
train,0.22897689,0.02427637721755369,0.33986928104575165,0.6601307189542484,0.9757236227824463
train,0.22875077,0.024743230625583566,0.33986928104575165,0.6601307189542484,0.9752567693744164
train,0.22700195,0.024743230625583566,0.3366013071895425,0.6633986928104575,0.9752567693744164
train,0.22700141,0.025210084033613446,0.3366013071895425,0.6633986928104575,0.9747899159663865
train,0.22462046,0.025210084033613446,0.3323996265172736,0.6676003734827264,0.9747899159663865
train,0.22394674,0.026143790849673203,0.3323996265172736,0.6676003734827264,0.9738562091503268
